,Ticker,SimFinId,Currency,Fiscal Year,Fiscal Period,Report Date,Publish Date,Restated Date,Shares (Basic),Shares (Diluted),Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Selling,Research & Development,Interest Expense, Net Pretax Income (Loss),Pretax Income (Loss),Income Tax (Expense) Benefit,Net Income
1683,AMCR,6475603,USD,2023,FY,2023-06-30,2023-08-17,2024-08-16,1468000000.0,1476000000.0,14694000000.0,-11969000000.0,2725000000.0,-1347000000.0,-1246000000.0,,1147000000.0,104000000.0,-193000000.0,1058000000.0,1048000000.0
14,AMD,191397,USD,2019,FY,2019-12-31,2020-02-04,2022-02-03,1091000000.0,1120000000.0,6731000000.0,-3863000000.0,2868000000.0,-2297000000.0,-750000000.0,,312000000.0,60000000.0,-31000000.0,341000000.0,341000000.0
15,AMD,191397,USD,2020,FY,2020-12-31,2021-01-29,2023-02-27,1184000000.0,1207000000.0,9763000000.0,-5416000000.0,4347000000.0,-2978000000.0,-995000000.0,,1275000000.0,,1210000000.0,2490000000.0,2490000000.0
16,AMD,191397,USD,2021,FY,2021-12-31,2022-02-03,2024-01-31,1214000000.0,1230000000.0,16434000000.0,-8505000000.0,7929000000.0,-4293000000.0,-1448000000.0,,3657000000.0,12000000.0,-513000000.0,3162000000.0,3162000000.0
17,AMD,191397,USD,2022,FY,2022-12-31,2023-02-27,2024-01-31,1561000000.0,1571000000.0,23601000000.0,-12998000000.0,10603000000.0,-9441000000.0,-2336000000.0,-2100000000.0,1082000000.0,102000000.0,122000000.0,1320000000.0,1320000000.0
18,AMD,191397,USD,2023,FY,2023-12-31,2024-01-31,2024-01-31,1614000000.0,1625000000.0,22680000000.0,-12220000000.0,10460000000.0,-10093000000.0,-2352000000.0,-1869000000.0,458000000.0,34000000.0,346000000.0,854000000.0,854000000.0
43,AME,67669,USD,2019,FY,2019-12-31,2020-02-20,2022-02-22,227759000.0,229395000.0,5158557000.0,-3370897000.0,1787660000.0,-610280000.0,-610280000.0,,1069748000.0,,-208451000.0,861297000.0,861297000.0
44,AME,67669,USD,2020,FY,2020-12-31,2021-02-18,2023-02-21,229435000.0,231150000.0,4540029000.0,-2996515000.0,1543514000.0,-515630000.0,-515630000.0,,1082309000.0,,-209870000.0,872439000.0,872439000.0
45,AME,67669,USD,2021,FY,2021-12-31,2022-02-22,2024-02-22,231171000.0,233000000.0,5546514000.0,-3633900000.0,1912614000.0,-603944000.0,-603944000.0,,1223170000.0,,-233117000.0,990053000.0,990053000.0
46,AME,67669,USD,2022,FY,2022-12-31,2023-02-21,2024-02-22,231536000.0,231536000.0,6150530000.0,-4005261000.0,2145269000.0,-644577000.0,-644577000.0,,1428692000.0,,-269150000.0,1159542000.0,1159542000.0
47,AME,67669,USD,2023,FY,2023-12-31,2024-02-22,2024-02-22,230519000.0,231509000.0,6596950000.0,-4212485000.0,2384465000.0,-677006000.0,-677006000.0,,1606412000.0,,-293224000.0,1313188000.0,1313188000.0
48,AMGN,65735,USD,2019,FY,2019-12-31,2020-02-12,2022-02-16,605000000.0,609000000.0,23362000000.0,-4356000000.0,19006000000.0,-9332000000.0,-5216000000.0,,9138000000.0,,-1296000000.0,7842000000.0,7842000000.0
49,AMGN,65735,USD,2020,FY,2020-12-31,2021-02-09,2023-02-09,586000000.0,590000000.0,25424000000.0,-6159000000.0,19265000000.0,-10126000000.0,-5730000000.0,,8133000000.0,,-869000000.0,7264000000.0,7264000000.0
50,AMGN,65735,USD,2021,FY,2021-12-31,2022-02-16,2024-02-14,567000000.0,570000000.0,25979000000.0,-6454000000.0,19525000000.0,-10381000000.0,-5368000000.0,,8206000000.0,-1505000000.0,-808000000.0,5893000000.0,5893000000.0
51,AMGN,65735,USD,2022,FY,2022-12-31,2023-02-09,2024-02-14,538000000.0,541000000.0,26323000000.0,-6406000000.0,19917000000.0,-10351000000.0,-5414000000.0,,7346000000.0,,-794000000.0,6552000000.0,6552000000.0
52,AMGN,65735,USD,2023,FY,2023-12-31,2024-02-14,2024-02-14,535000000.0,538000000.0,28190000000.0,-8451000000.0,19739000000.0,-11842000000.0,-6179000000.0,,7855000000.0,,-1138000000.0,6717000000.0,6717000000.0
1990,AMP,67872,USD,2019,FY,2019-12-31,2020-02-26,2022-02-25,134100000.0,136000000.0,12967000000.0,,,-9852000000.0,-7097000000.0,,2232000000.0,,-339000000.0,1893000000.0,1893000000.0
1991,AMP,67872,USD,2020,FY,2020-12-31,2021-02-24,2023-02-23,123800000.0,125700000.0,11899000000.0,,,-9262000000.0,-7179000000.0,,1831000000.0,,-297000000.0,1534000000.0,1534000000.0
1992,AMP,67872,USD,2021,FY,2021-12-31,2022-02-25,2024-02-22,114600000.0,117600000.0,13389000000.0,-5484000000.0,7905000000.0,-3694000000.0,-3435000000.0,-259000000.0,4020000000.0,165000000.0,-768000000.0,3417000000.0,3417000000.0
1993,AMP,67872,USD,2022,FY,2022-12-31,2023-02-23,2024-02-22,110861010.0,110861010.0,14334000000.0,-5918000000.0,8416000000.0,-3975000000.0,-3723000000.0,-252000000.0,4243000000.0,-312000000.0,-782000000.0,3149000000.0,3149000000.0
1689,AMT,68339,USD,2019,FY,2019-12-31,2020-02-25,2022-02-25,442319000.0,445520000.0,7580300000.0,-2216800000.0,5363500000.0,-2675100000.0,-730400000.0,-1778400000.0,1938600000.0,-22200000.0,200000.0,1916600000.0,1887800000.0
1690,AMT,68339,USD,2020,FY,2020-12-31,2021-02-25,2023-02-23,443640000.0,446104000.0,8041500000.0,-2227200000.0,5814300000.0,-2926800000.0,-778700000.0,-1882300000.0,1892900000.0,-71800000.0,-129600000.0,1691500000.0,1690600000.0
1691,AMT,68339,USD,2021,FY,2021-12-31,2022-02-25,2024-02-27,455224000.0,456977000.0,9356900000.0,-2682000000.0,6674900000.0,-3542900000.0,-811600000.0,-2332600000.0,2867600000.0,-38200000.0,-261800000.0,2567600000.0,2567700000.0
1692,AMT,68339,USD,2022,FY,2022-12-31,2023-02-23,2024-02-27,461519000.0,462750000.0,10711100000.0,-3263800000.0,7447300000.0,-5095000000.0,-972300000.0,-3355100000.0,1721100000.0,-400000.0,-24000000.0,1696700000.0,1765800000.0
1693,AMT,68339,USD,2023,FY,2023-12-31,2024-02-27,2024-02-27,466063000.0,467162000.0,11144200000.0,-3260600000.0,7883600000.0,-4456700000.0,-992500000.0,-3086500000.0,1923600000.0,-402300000.0,-154200000.0,1367100000.0,1483300000.0
1624,AMZN,62747,USD,2019,FY,2019-12-31,2020-01-31,2022-02-04,9880000000.0,10080000000.0,280522000000.0,-165536000000.0,114986000000.0,-100445000000.0,-24081000000.0,,13976000000.0,,-2374000000.0,11588000000.0,11588000000.0
1625,AMZN,62747,USD,2020,FY,2020-12-31,2021-02-03,2023-02-03,10000000000.0,10200000000.0,386064000000.0,-233307000000.0,152757000000.0,-129858000000.0,-28676000000.0,,24178000000.0,,-2863000000.0,21331000000.0,21331000000.0
1626,AMZN,62747,USD,2021,FY,2021-12-31,2022-02-04,2024-02-02,10100000000.0,10100000000.0,469822000000.0,-272344000000.0,197478000000.0,-172599000000.0,-41374000000.0,,38151000000.0,,-4791000000.0,33364000000.0,33364000000.0
1627,AMZN,62747,USD,2022,FY,2022-12-31,2023-02-03,2024-02-02,10189000000.0,10189000000.0,513983000000.0,-288831000000.0,225152000000.0,-212904000000.0,-54129000000.0,,-5936000000.0,,3217000000.0,-2722000000.0,-2722000000.0
1628,AMZN,62747,USD,2023,FY,2023-12-31,2024-02-02,2024-02-02,10304000000.0,10492000000.0,574785000000.0,-304739000000.0,270046000000.0,-233194000000.0,-56186000000.0,,37557000000.0,,-7120000000.0,30425000000.0,30425000000.0
1176,ANET,536189,USD,2019,FY,2019-12-31,2020-02-14,2022-02-15,1220992000.0,1294064000.0,2410706000.0,-866368000.0,1544338000.0,-738564000.0,-275805000.0,,862270000.0,,-2403000.0,859867000.0,859867000.0
1177,ANET,536189,USD,2020,FY,2020-12-31,2021-02-19,2023-02-14,1215744000.0,1271440000.0,2317512000.0,-835626000.0,1481886000.0,-782202000.0,-295608000.0,,738863000.0,,-104306000.0,634557000.0,634557000.0
1178,ANET,536189,USD,2021,FY,2021-12-31,2022-02-15,2024-02-13,1229824000.0,1278544000.0,2948037000.0,-1067258000.0,1880779000.0,-956040000.0,-369288000.0,,930879000.0,,-90025000.0,840854000.0,840854000.0
1179,ANET,536189,USD,2022,FY,2022-12-31,2023-02-14,2024-02-13,1225892000.0,1265836000.0,4381310000.0,-1705614000.0,2675696000.0,-1148590000.0,-420196000.0,,1581796000.0,,-229350000.0,1352446000.0,1352446000.0
1180,ANET,536189,USD,2023,FY,2023-12-31,2024-02-13,2024-02-13,1237416000.0,1268540000.0,5860168000.0,-2229887000.0,3630281000.0,-1373032000.0,-518114000.0,,2422026000.0,,-334705000.0,2087321000.0,2087321000.0
1594,ANSS,126145,USD,2019,FY,2019-12-31,2020-02-27,2022-02-23,84259000.0,85925000.0,1515892000.0,-166273000.0,1349619000.0,-834579000.0,-521200000.0,-15169000.0,522583000.0,,-71288000.0,451295000.0,451295000.0
1595,ANSS,126145,USD,2020,FY,2020-12-31,2021-02-24,2023-02-22,85840000.0,87288000.0,1681297000.0,-225264000.0,1456033000.0,-959677000.0,-587707000.0,-16599000.0,493925000.0,,-60038000.0,433887000.0,433887000.0
1596,ANSS,126145,USD,2021,FY,2021-12-31,2022-02-23,2024-02-21,87239000.0,88169000.0,1906715000.0,-257984000.0,1648731000.0,-1135460000.0,-715377000.0,-15213000.0,515354000.0,,-60727000.0,454627000.0,454627000.0
1597,ANSS,126145,USD,2022,FY,2022-12-31,2023-02-22,2024-02-21,85840000.0,87288000.0,2065553000.0,-250641000.0,1814912000.0,-1222254000.0,-772871000.0,-15722000.0,575315000.0,,-51605000.0,523710000.0,523710000.0
1598,ANSS,126145,USD,2023,FY,2023-12-31,2024-02-21,2024-02-21,86833000.0,87386000.0,2269949000.0,-271298000.0,1998651000.0,-1372516000.0,-855135000.0,-22512000.0,592138000.0,,-91726000.0,500412000.0,500412000.0
195,AON,67471,USD,2019,FY,2019-12-31,2020-02-14,2022-02-18,238600000.0,240600000.0,11013000000.0,-6393000000.0,4620000000.0,-2059000000.0,,-172000000.0,2262000000.0,-392000000.0,-297000000.0,1573000000.0,1532000000.0
196,AON,67471,USD,2020,FY,2020-12-31,2021-02-19,2023-02-17,231900000.0,233100000.0,11066000000.0,-6196000000.0,4870000000.0,-1843000000.0,,-167000000.0,2712000000.0,-246000000.0,-448000000.0,2018000000.0,1969000000.0
197,AON,67471,USD,2021,FY,2021-12-31,2022-02-18,2024-02-16,225400000.0,225400000.0,12193000000.0,-7065000000.0,5128000000.0,-2891000000.0,,-179000000.0,2078000000.0,-147000000.0,-623000000.0,1308000000.0,1255000000.0
198,AON,67471,USD,2022,FY,2022-12-31,2023-02-17,2024-02-16,211700000.0,213200000.0,12479000000.0,-6766000000.0,5713000000.0,-1931000000.0,,-151000000.0,3269000000.0,-113000000.0,-510000000.0,2646000000.0,2589000000.0
199,AON,67471,USD,2023,FY,2023-12-31,2024-02-16,2024-02-16,203500000.0,205000000.0,13376000000.0,-7196000000.0,6180000000.0,-2306000000.0,,-167000000.0,3258000000.0,-89000000.0,-541000000.0,2628000000.0,2564000000.0
811,AOS,445771,USD,2019,FY,2019-12-31,2020-02-24,2022-02-11,165450441.0,166710897.0,2992700000.0,-1812000000.0,1180700000.0,-715600000.0,-715600000.0,,472100000.0,,-102100000.0,370000000.0,370000000.0
812,AOS,445771,USD,2020,FY,2020-12-31,2021-02-12,2023-02-14,161530589.0,162604149.0,2895300000.0,-1787100000.0,1108200000.0,-660300000.0,-660300000.0,,451600000.0,-7700000.0,-99000000.0,344900000.0,344900000.0
813,AOS,445771,USD,2021,FY,2021-12-31,2022-02-11,2024-02-13,159162102.0,160171000.0,3538900000.0,-2228000000.0,1310900000.0,-701400000.0,-701400000.0,,625600000.0,,-138500000.0,487100000.0,487100000.0
814,AOS,445771,USD,2022,FY,2022-12-31,2023-02-14,2024-02-13,161769759.0,162604000.0,3753900000.0,-2424300000.0,1329600000.0,-670900000.0,-670900000.0,,223700000.0,,12000000.0,235700000.0,235700000.0
815,AOS,445771,USD,2023,FY,2023-12-31,2024-02-13,2024-02-13,149952679.0,151015574.0,3852800000.0,-2368000000.0,1484800000.0,-727400000.0,-727400000.0,,752300000.0,-18800000.0,-176900000.0,556600000.0,556600000.0
58,APA,254576,USD,2019,FY,2019-12-31,2020-02-28,2022-02-22,377000000.0,377000000.0,6553000000.0,,,-5993000000.0,-406000000.0,-2680000000.0,98000000.0,-3106000000.0,-674000000.0,-3682000000.0,-3553000000.0
59,APA,254576,USD,2020,FY,2020-12-31,2021-02-26,2023-02-23,378000000.0,378000000.0,4308000000.0,,,-4217000000.0,-564000000.0,-1772000000.0,-176000000.0,-4664000000.0,-64000000.0,-4904000000.0,-4860000000.0
60,APA,254576,USD,2021,FY,2021-12-31,2022-02-22,2024-02-22,379000000.0,379000000.0,7985000000.0,-1486000000.0,6499000000.0,-3575000000.0,-357000000.0,-1360000000.0,2680000000.0,-700000000.0,-578000000.0,1402000000.0,1062000000.0
61,APA,254576,USD,2022,FY,2022-12-31,2023-02-23,2024-02-22,332000000.0,333000000.0,10883000000.0,-1883000000.0,9000000000.0,-3858000000.0,-462000000.0,-1177000000.0,4968000000.0,906000000.0,-1652000000.0,4222000000.0,3536000000.0
62,APA,254576,USD,2023,FY,2023-12-31,2024-02-22,2024-02-22,308000000.0,308000000.0,7973000000.0,-742000000.0,7231000000.0,-3795000000.0,-325000000.0,-1399000000.0,3297000000.0,-381000000.0,314000000.0,3230000000.0,2526000000.0
19,APD,185217,USD,2020,FY,2020-09-30,2020-11-19,2022-11-22,221200000.0,222300000.0,8856300000.0,-5858100000.0,2998200000.0,-760600000.0,-775900000.0,,2423800000.0,,-478400000.0,1945400000.0,1886700000.0
20,APD,185217,USD,2021,FY,2021-09-30,2021-11-18,2023-11-16,221600000.0,222500000.0,10323000000.0,-7186100000.0,3136900000.0,-945100000.0,-828400000.0,,2470600000.0,36800000.0,-462800000.0,2044600000.0,2099100000.0
21,APD,185217,USD,2022,FY,2022-09-30,2022-11-22,2024-11-21,222000000.0,222500000.0,12698600000.0,-9338500000.0,3360100000.0,-1077200000.0,-900600000.0,,2754700000.0,,-500800000.0,2253900000.0,2256100000.0
22,APD,185217,USD,2023,FY,2023-09-30,2023-11-16,2024-11-21,222300000.0,222700000.0,12600000000.0,-8833000000.0,3767000000.0,-1307200000.0,-957000000.0,,2882400000.0,,-551200000.0,2331200000.0,2300200000.0
1068,APH,65820,USD,2019,FY,2019-12-31,2020-02-12,2022-02-09,1190000000.0,1231600000.0,8225400000.0,-5609400000.0,2616000000.0,-971400000.0,-971400000.0,,1535600000.0,-39700000.0,-331900000.0,1164000000.0,1155000000.0
1069,APH,65820,USD,2020,FY,2020-12-31,2021-02-10,2023-02-08,1192000000.0,1230000000.0,8598900000.0,-5934800000.0,2664100000.0,-1014200000.0,-1014200000.0,,1538100000.0,-11500000.0,-313300000.0,1213300000.0,1203400000.0
1070,APH,65820,USD,2021,FY,2021-12-31,2022-02-09,2024-02-07,1195400000.0,1251600000.0,10876300000.0,-7474500000.0,3401800000.0,-1226300000.0,-1226300000.0,,2059600000.0,-70400000.0,-409100000.0,1580100000.0,1590800000.0
1071,APH,65820,USD,2022,FY,2022-12-31,2023-02-08,2024-02-07,1192400000.0,1242000000.0,12623000000.0,-8594800000.0,4028200000.0,-1420900000.0,-1420900000.0,,2488900000.0,-21500000.0,-550600000.0,1916800000.0,1902300000.0
1072,APH,65820,USD,2023,FY,2023-12-31,2024-02-07,2024-02-07,1193000000.0,1241200000.0,12554700000.0,-8470600000.0,4084100000.0,-1489900000.0,-1489900000.0,,2484000000.0,-29200000.0,-509300000.0,1945500000.0,1928000000.0
1729,APTV,378125,USD,2019,FY,2019-12-31,2020-02-03,2022-02-07,256810000.0,257390000.0,14357000000.0,-11711000000.0,2646000000.0,-1222000000.0,-1076000000.0,-146000000.0,1274000000.0,-148000000.0,-132000000.0,1009000000.0,990000000.0
1730,APTV,378125,USD,2020,FY,2020-12-31,2021-02-08,2023-02-08,263430000.0,270700000.0,13066000000.0,-11126000000.0,1940000000.0,-1120000000.0,-976000000.0,-144000000.0,656000000.0,1298000000.0,-49000000.0,1822000000.0,1769000000.0
1731,APTV,378125,USD,2021,FY,2021-12-31,2022-02-07,2024-02-06,270510000.0,271200000.0,15618000000.0,-13182000000.0,2436000000.0,-1223000000.0,-1075000000.0,-148000000.0,934000000.0,-24000000.0,-101000000.0,609000000.0,527000000.0
1732,APTV,378125,USD,2022,FY,2022-12-31,2023-02-08,2024-02-06,270900000.0,271180000.0,17489000000.0,-14854000000.0,2635000000.0,-1287000000.0,-1138000000.0,-149000000.0,1075000000.0,-85000000.0,-121000000.0,590000000.0,531000000.0
1733,APTV,378125,USD,2023,FY,2023-12-31,2024-02-06,2024-02-06,276920000.0,282880000.0,20051000000.0,-16612000000.0,3439000000.0,-1669000000.0,-1436000000.0,-233000000.0,1548000000.0,-211000000.0,1928000000.0,2966000000.0,2909000000.0
1629,ARE,445788,USD,2019,FY,2019-12-31,2020-02-04,2022-01-31,112204000.0,112524000.0,1531296000.0,-445492000.0,1085804000.0,-653435000.0,-108823000.0,-544612000.0,463477000.0,-59430000.0,,404047000.0,350995000.0
1630,ARE,445788,USD,2020,FY,2020-12-31,2021-02-01,2023-01-30,126106000.0,126490000.0,1885637000.0,-530224000.0,1355413000.0,-831445000.0,-133341000.0,-698104000.0,781828000.0,45343000.0,,827171000.0,781127000.0
1631,ARE,445788,USD,2021,FY,2021-12-31,2022-01-31,2024-01-29,150854000.0,151561000.0,2114150000.0,-623555000.0,1490595000.0,-972522000.0,-151461000.0,-821061000.0,647640000.0,6642000.0,,654282000.0,579095000.0
1632,ARE,445788,USD,2022,FY,2022-12-31,2023-01-30,2024-01-29,161659000.0,161659000.0,2588962000.0,-783153000.0,1805809000.0,-1179424000.0,-177278000.0,-1002146000.0,201069000.0,469632000.0,,670701000.0,530052000.0
1633,ARE,445788,USD,2023,FY,2023-12-31,2024-01-29,2024-01-29,170909000.0,170909000.0,2885699000.0,-859180000.0,2026519000.0,-1292827000.0,-199354000.0,-1093473000.0,465071000.0,-184077000.0,,280994000.0,114834000.0
314,ATO,445830,USD,2019,FY,2019-09-30,2019-11-12,2021-11-12,117200000.0,117461000.0,2901848000.0,-858837000.0,2043011000.0,-1296953000.0,-630308000.0,-391456000.0,650309000.0,,-138903000.0,511406000.0,511406000.0
315,ATO,445830,USD,2020,FY,2020-09-30,2020-11-13,2022-11-14,122788000.0,122872000.0,2821137000.0,-658854000.0,2162283000.0,-1338184000.0,-629601000.0,-429828000.0,746796000.0,,-145353000.0,601443000.0,601443000.0
316,ATO,445830,USD,2021,FY,2021-09-30,2021-11-12,2023-11-14,131358000.0,131486000.0,3407490000.0,-1032717000.0,2374773000.0,-1469775000.0,-679019000.0,-477977000.0,819299000.0,,-153736000.0,665563000.0,665563000.0
317,ATO,445830,USD,2022,FY,2022-09-30,2022-11-14,2024-11-18,129779000.0,129834000.0,4201662000.0,-1682656000.0,2519006000.0,-1598024000.0,-710161000.0,-535655000.0,851908000.0,,-77510000.0,774398000.0,774398000.0
318,ATO,445830,USD,2023,FY,2023-09-30,2023-11-14,2024-11-18,148671000.0,148672000.0,4275357000.0,-1452173000.0,2823184000.0,-1756037000.0,-764906000.0,-604327000.0,999641000.0,,-113779000.0,885862000.0,885862000.0
1446,AVB,66223,USD,2019,FY,2019-12-31,2020-02-21,2021-02-25,139054191.0,139571550.0,2324626000.0,,,-1487726000.0,-58042000.0,-661578000.0,641967000.0,157139000.0,-13003000.0,786103000.0,785974000.0
1447,AVB,66223,USD,2020,FY,2020-12-31,2021-02-25,2023-02-24,140094722.0,140435195.0,2301261000.0,,,-1590776000.0,-60343000.0,-707331000.0,502756000.0,321703000.0,3247000.0,827706000.0,827630000.0
1448,AVB,66223,USD,2021,FY,2021-12-31,2022-02-25,2024-02-23,139670482.0,139670482.0,2294850000.0,,,-1682149000.0,-69611000.0,-758596000.0,431991000.0,578098000.0,-5733000.0,1004356000.0,1004299000.0
1449,AVB,66223,USD,2022,FY,2022-12-31,2023-02-24,2024-02-23,140426390.0,140435195.0,2593446000.0,,,-1808156000.0,-74064000.0,-814978000.0,613737000.0,537347000.0,-14646000.0,1136438000.0,1136775000.0
1450,AVB,66223,USD,2023,FY,2023-12-31,2024-02-23,2024-02-23,141307186.0,141643788.0,2767909000.0,,,-1881631000.0,-76534000.0,-816965000.0,693914000.0,244677000.0,-10153000.0,928438000.0,928825000.0
2096,AVGO,686523,USD,2019,FY,2019-11-30,2019-12-20,2020-12-18,3980000000.0,4190000000.0,22597000000.0,-10114000000.0,12483000000.0,-8303000000.0,-1709000000.0,-1898000000.0,2962000000.0,-736000000.0,510000000.0,2736000000.0,2695000000.0
2097,AVGO,686523,USD,2020,FY,2020-10-31,2020-11-18,2022-12-16,4020000000.0,4210000000.0,23888000000.0,-10372000000.0,13516000000.0,-9304000000.0,-1935000000.0,-2401000000.0,2641000000.0,-198000000.0,518000000.0,2961000000.0,2663000000.0
2098,AVGO,686523,USD,2021,FY,2021-10-31,2021-12-17,2023-12-14,4020000000.0,4210000000.0,27450000000.0,-10606000000.0,16844000000.0,-8177000000.0,-1347000000.0,-1976000000.0,6913000000.0,-148000000.0,-29000000.0,6736000000.0,6437000000.0
2099,AVGO,686523,USD,2022,FY,2022-10-31,2022-12-16,2024-12-20,4090000000.0,4230000000.0,33203000000.0,-11108000000.0,22095000000.0,-7813000000.0,-1382000000.0,-1512000000.0,12491000000.0,-57000000.0,-939000000.0,11495000000.0,11223000000.0
2100,AVGO,686523,USD,2023,FY,2023-10-31,2023-12-14,2024-12-20,4150000000.0,4270000000.0,35819000000.0,-11129000000.0,24690000000.0,-8239000000.0,-1592000000.0,-1394000000.0,15341000000.0,-244000000.0,-1015000000.0,14082000000.0,14082000000.0
88,AVY,66346,USD,2019,FY,2019-12-31,2020-02-26,2022-02-23,84000000.0,85000000.0,7070100000.0,-5166000000.0,1904100000.0,-1080400000.0,-1080400000.0,,249500000.0,,56700000.0,303600000.0,303600000.0
89,AVY,66346,USD,2020,FY,2020-12-31,2021-02-25,2023-02-22,83400000.0,84100000.0,6971500000.0,-5048200000.0,1923300000.0,-1060500000.0,-1060500000.0,,737300000.0,,-177700000.0,555900000.0,555900000.0
90,AVY,66346,USD,2021,FY,2021-12-31,2022-02-23,2024-02-21,82900000.0,83800000.0,8408300000.0,-6095500000.0,2312800000.0,-1248500000.0,-1248500000.0,,992600000.0,,-248600000.0,740100000.0,740100000.0
91,AVY,66346,USD,2022,FY,2022-12-31,2023-02-22,2024-02-21,82200000.0,82200000.0,9039300000.0,-6635100000.0,2404200000.0,-1330800000.0,-1330800000.0,,999300000.0,,-242200000.0,757100000.0,757100000.0
92,AVY,66346,USD,2023,FY,2023-12-31,2024-02-21,2024-02-21,80700000.0,81100000.0,8364300000.0,-6086800000.0,2277500000.0,-1313700000.0,-1313700000.0,,694700000.0,,-191700000.0,503000000.0,503000000.0
2077,AWK,168302,USD,2019,FY,2019-12-31,2020-02-18,2022-02-16,181000000.0,181000000.0,3610000000.0,,,-2406000000.0,-1544000000.0,-582000000.0,877000000.0,-44000000.0,-212000000.0,621000000.0,621000000.0
2078,AWK,168302,USD,2020,FY,2020-12-31,2021-02-24,2023-02-15,181000000.0,182000000.0,3777000000.0,,,-2529000000.0,-1622000000.0,-604000000.0,875000000.0,49000000.0,-215000000.0,709000000.0,709000000.0
2079,AWK,168302,USD,2021,FY,2021-12-31,2022-02-16,2024-02-14,182000000.0,182000000.0,3930000000.0,,,-2734000000.0,-1777000000.0,-636000000.0,815000000.0,825000000.0,-377000000.0,1263000000.0,1263000000.0
2080,AWK,168302,USD,2022,FY,2022-12-31,2023-02-15,2024-02-14,182000000.0,182000000.0,3792000000.0,,,-2519000000.0,-1589000000.0,-649000000.0,912000000.0,96000000.0,-188000000.0,820000000.0,820000000.0
